chembl_id,drug_name,SMILES,from_protein,from_pathway,from_moa,protein_row_indices,pathway_row_indices,moa_row_indices,phase,status,gene_symbols,pathways,pathway_ids,mechanisms,disease_ids,disease_names,support_sources_count,n_genes,n_pathways,n_moas
CHEMBL1094,FELBAMATE,NC(=O)OCC(COC(N)=O)c1ccccc1,True,True,True,703;1602;1948;2175;2596;2639;2665,3609;6793;6820;6847;6880;7038;7065;7092;7119,391,4.0,,GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D;GRIN3A;GRIN3B,"Assembly and cell surface presentation of NMDA receptors;EPHB-mediated forward signaling;Long-term potentiation;Negative regulation of NMDA receptor-mediated neuronal transmission;Neurexins and neuroligins;RAF/MAP kinase cascade;Ras activation upon Ca2+ influx through NMDA receptor;Synaptic adhesion-like molecules;Unblocking of NMDA receptors, glutamate binding and activation",R-HSA-3928662;R-HSA-438066;R-HSA-442982;R-HSA-5673001;R-HSA-6794361;R-HSA-8849932;R-HSA-9609736;R-HSA-9617324;R-HSA-9620244,Glutamate [NMDA] receptor antagonist,EFO_0000474,epilepsy,3,7,9,1
CHEMBL109480,TANESPIMYCIN,C=CCNC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC1=O)C2=O,False,False,True,,,578,,,,,,Heat shock protein HSP90 inhibitor,,,1,0,0,1
CHEMBL1095032,LETAXABAN,O=C([C@H](O)CS(=O)(=O)c1ccc2cc(Cl)ccc2c1)N1CCC(N2CCCNC2=O)CC1,True,True,True,463,7543;7572,467,2.0,Completed,F10,Common Pathway of Fibrin Clot Formation;Intrinsic Pathway of Fibrin Clot Formation,R-HSA-140837;R-HSA-140875,Coagulation factor X inhibitor,EFO_0005672,acute coronary syndrome,3,1,2,1
CHEMBL1096,AMLEXANOX,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,True,True,True,414;1048;1075;2152,4326;5736;5765;5792;5831;5859,598,4.0,,PDE4A;PDE4B;PDE4C;PDE4D,"DARPP-32 events;G alpha (s) signalling events;Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells",R-HSA-180024;R-HSA-418555;R-HSA-9860927,Phosphodiesterase 4 inhibitor,HP_0006536,Airway obstruction,3,4,3,1
CHEMBL1096380,PLINABULIN,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O,True,True,True,830;1563;2000;2239;2342;2406;2713;2777;2842,1543;1607;1671;1735;1799;1863;1927;2092;2156;2220;2284;2348;2412;2476;2540;2604;2668;2732;2796;2860;2924;2988;3058;3122;3186;3250;3314;3378;3442;3506;3570;3661;3725;3789;3853;3917;3981;4048,61,3.0,Completed,TUBB;TUBB1;TUBB2A;TUBB2B;TUBB3;TUBB4A;TUBB4B;TUBB6;TUBB8,AURKA Activation by TPX2;Activation of AMPK downstream of NMDARs;Aggrephagy;Anchoring of the basal body to the plasma membrane;Assembly and cell surface presentation of NMDA receptors;COPI-dependent Golgi-to-ER retrograde traffic;COPI-independent Golgi-to-ER retrograde traffic;COPI-mediated anterograde transport;Carboxyterminal post-translational modifications of tubulin;Cilium Assembly;EML4 and NUDC in mitotic spindle formation;Formation of tubulin folding intermediates by CCT/TriC;Gap junction assembly;HCMV Early Events;HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand;Hedgehog 'off' state;Intraflagellar transport;Kinesins;Loss of Nlp from mitotic centrosomes;Loss of proteins required for interphase microtubule organization from the centrosome;MHC class II antigen presentation;Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane;Mitotic Prometaphase;Neutrophil degranulation;PKR-mediated signaling;Post-chaperonin tubulin folding pathway;Prefoldin mediated transfer of substrate to CCT/TriC;RHO GTPases Activate Formins;RHO GTPases activate IQGAPs;Recruitment of NuMA to mitotic centrosomes;Recruitment of mitotic centrosome proteins and complexes;Recycling pathway of L1;Regulation of PLK1 Activity at G2/M Transition;Resolution of Sister Chromatid Cohesion;Sealing of the nuclear envelope (NE) by ESCRT-III;Separation of Sister Chromatids;The role of GTSE1 in G2/M progression after G2 checkpoint;Translocation of SLC2A4 (GLUT4) to the plasma membrane,R-HSA-1445148;R-HSA-190840;R-HSA-190861;R-HSA-2132295;R-HSA-2467813;R-HSA-2500257;R-HSA-2565942;R-HSA-3371497;R-HSA-380259;R-HSA-380270;R-HSA-380284;R-HSA-380320;R-HSA-389957;R-HSA-389960;R-HSA-389977;R-HSA-437239;R-HSA-5610787;R-HSA-5617833;R-HSA-5620912;R-HSA-5620924;R-HSA-5626467;R-HSA-5663220;R-HSA-6798695;R-HSA-6807878;R-HSA-6811434;R-HSA-6811436;R-HSA-68877;R-HSA-8852276;R-HSA-8854518;R-HSA-8955332;R-HSA-9609690;R-HSA-9609736;R-HSA-9619483;R-HSA-9646399;R-HSA-9648025;R-HSA-9668328;R-HSA-983189;R-HSA-9833482,Tubulin inhibitor,EFO_0003060,non-small cell lung carcinoma,3,9,38,1
CHEMBL109648,CLAZOSENTAN,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C)cn2)nc(-c2ccnc(-c3nnn[nH]3)c2)nc1OCCO,True,False,False,1920,,,3.0,Terminated,EDNRA,,,,EFO_0000713,subarachnoid hemorrhage,1,1,0,0
CHEMBL1097279,CANGRELOR TETRASODIUM,CSCCNc1nc(SCCC(F)(F)F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])C(Cl)(Cl)P(=O)([O-])[O-])[C@@H](O)[C@H]1O.[Na+].[Na+].[Na+].[Na+],True,True,False,465,1350,,4.0,,P2RY12,G alpha (i) signalling events,R-HSA-418594,,EFO_0000612,myocardial infarction,2,1,1,0
CHEMBL11,IMIPRAMINE,CN(C)CCCN1c2ccccc2CCc2ccccc21,True,False,False,1252,,,4.0,Terminated,SLC6A4,,,,MONDO_0002050,depressive disorder,1,1,0,0
CHEMBL1106,EPINASTINE,NC1=NCC2c3ccccc3Cc3ccccc3N12,True,True,False,967,6597,,4.0,,HRH1,G alpha (q) signalling events,R-HSA-416476,,EFO_0005751,eye allergy,2,1,1,0
CHEMBL1108,DROPERIDOL,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,False,False,True,,,660,,,,,,D2-like dopamine receptor antagonist | Serotonin 2a (5-HT2a) receptor antagonist,,,1,0,0,1
CHEMBL1111,AMBRISENTAN,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,True,False,False,1911,,,4.0,,EDNRA,,,,EFO_0000537,hypertension,1,1,0,0
CHEMBL1112,ARIPIPRAZOLE,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,False,False,True,,,681,,,,,,Serotonin 2a (5-HT2a) receptor antagonist,,,1,0,0,1
CHEMBL1113,AMOXAPINE,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,True,False,False,1255,,,4.0,,SLC6A4,,,,MONDO_0002009,major depressive disorder,1,1,0,0
CHEMBL111659,ALTINICLINE,C#Cc1cncc([C@@H]2CCCN2C)c1,False,False,True,,,530,,,,,,Neuronal acetylcholine receptor; alpha4/beta2 agonist,,,1,0,0,2
CHEMBL1118,DESVENLAFAXINE,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,True,False,False,1253,,,4.0,Completed,SLC6A4,,,,MONDO_0002050,depressive disorder,1,1,0,0
CHEMBL112,ACETAMINOPHEN,CC(=O)Nc1ccc(O)cc1,True,True,True,119;687;690;903,342;4460;5543;5603;5669;5716;6053;6127;6201;6275;6349;6423,101,4.0,,FAAH;PTGS1;PTGS2;TRPV1,Biosynthesis of DHA-derived SPMs;Biosynthesis of DPAn-3 SPMs;Biosynthesis of EPA-derived SPMs;Biosynthesis of electrophilic Omega-3 PUFA oxo-derivatives;COX reactions;Interleukin-10 signaling;Interleukin-4 and Interleukin-13 signaling;Nicotinamide salvaging;Synthesis of 15-eicosatetraenoic acid derivatives;Synthesis of Prostaglandins (PG) and Thromboxanes (TX);TRP channels,R-HSA-140180;R-HSA-2142770;R-HSA-2162123;R-HSA-3295583;R-HSA-6783783;R-HSA-6785807;R-HSA-73614;R-HSA-9018677;R-HSA-9018679;R-HSA-9025094;R-HSA-9027604,Anandamide amidohydrolase inhibitor | Cyclooxygenase inhibitor | Vanilloid receptor opener,EFO_0003843,pain,3,4,11,1
CHEMBL1120,BISMUTH SUBSALICYLATE,N/A,True,True,True,149;931,372;4490;5571;5631;5699;6083;6157;6231;6305;6379;6453,128,4.0,,PTGS1;PTGS2,Biosynthesis of DHA-derived SPMs;Biosynthesis of DPAn-3 SPMs;Biosynthesis of EPA-derived SPMs;Biosynthesis of electrophilic Omega-3 PUFA oxo-derivatives;COX reactions;Interleukin-10 signaling;Interleukin-4 and Interleukin-13 signaling;Nicotinamide salvaging;Synthesis of 15-eicosatetraenoic acid derivatives;Synthesis of Prostaglandins (PG) and Thromboxanes (TX),R-HSA-140180;R-HSA-2142770;R-HSA-2162123;R-HSA-6783783;R-HSA-6785807;R-HSA-73614;R-HSA-9018677;R-HSA-9018679;R-HSA-9025094;R-HSA-9027604,Cyclooxygenase inhibitor,HP_0002018,Nausea,3,2,10,1
CHEMBL1131,ACITRETIN,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C,True,True,False,183;1765;1891,5985;6011;6020,,4.0,,RARA;RARB;RARG,Activation of anterior HOX genes in hindbrain development during early embryogenesis;Nuclear Receptor transcription pathway;Signaling by Retinoic Acid,R-HSA-383280;R-HSA-5617472,,EFO_0000676,psoriasis,2,3,3,0
CHEMBL1136,TELITHROMYCIN,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C,False,False,True,,,298,,,,,,Bacterial 70S ribosome inhibitor,,,1,0,0,1
CHEMBL114,SAQUINAVIR,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,False,False,True,,,386,,,,,,Human immunodeficiency virus type 1 protease inhibitor,,,1,0,0,1
CHEMBL1144,PRAVASTATIN,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,True,True,False,730,7609;7624;7639;7654,,4.0,Completed,HMGCR,Activation of gene expression by SREBF (SREBP);Cholesterol biosynthesis;EGR2 and SOX10-mediated initiation of Schwann cell myelination;PPARA activates gene expression,R-HSA-191273;R-HSA-1989781;R-HSA-2426168;R-HSA-9619665,,EFO_0000319,cardiovascular disease,2,1,4,0
CHEMBL1152,PREDNISOLONE ACETATE,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,True,True,True,43,735;2044;5959;7863;8000;8066;8137;8203;8269,220,4.0,,NR3C1,"Circadian Clock;FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes;HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand;Nuclear Receptor transcription pathway;PTK6 Expression;Potential therapeutics for SARS;Regulation of NPAS4 gene transcription;Regulation of RUNX2 expression and activity;SUMOylation of intracellular receptors",R-HSA-3371497;R-HSA-383280;R-HSA-4090294;R-HSA-8849473;R-HSA-8939902;R-HSA-9615017;R-HSA-9679191;R-HSA-9768777,Glucocorticoid receptor agonist,EFO_0007141,allergic conjunctivitis,3,1,9,1
CHEMBL1159650,CLOBETASOL PROPIONATE,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,True,True,True,19,711;2020;5935;7839;7976;8042;8113;8179;8245,171,4.0,,NR3C1,"Circadian Clock;FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes;HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand;Nuclear Receptor transcription pathway;PTK6 Expression;Potential therapeutics for SARS;Regulation of NPAS4 gene transcription;Regulation of RUNX2 expression and activity;SUMOylation of intracellular receptors",R-HSA-3371497;R-HSA-383280;R-HSA-4090294;R-HSA-8849473;R-HSA-8939902;R-HSA-9615017;R-HSA-9679191;R-HSA-9768777,Glucocorticoid receptor agonist,EFO_0000676,psoriasis,3,1,9,1
CHEMBL116,AMPRENAVIR,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,False,False,True,,,387,,,,,,Human immunodeficiency virus type 1 protease inhibitor,,,1,0,0,1
CHEMBL1161,MOMETASONE FUROATE,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,True,True,True,28,720;2029;5944;7848;7985;8051;8122;8188;8254,200,4.0,,NR3C1,"Circadian Clock;FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes;HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand;Nuclear Receptor transcription pathway;PTK6 Expression;Potential therapeutics for SARS;Regulation of NPAS4 gene transcription;Regulation of RUNX2 expression and activity;SUMOylation of intracellular receptors",R-HSA-3371497;R-HSA-383280;R-HSA-4090294;R-HSA-8849473;R-HSA-8939902;R-HSA-9615017;R-HSA-9679191;R-HSA-9768777,Glucocorticoid receptor agonist,EFO_0000701,skin disease,3,1,9,1
CHEMBL1162175,REGRELOR,CCNC(=O)Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@H]2O[C@H](/C=C/c3ccccc3)O[C@H]21,True,True,False,475,1360,,2.0,Terminated,P2RY12,G alpha (i) signalling events,R-HSA-418594,,EFO_0001645,coronary artery disease,2,1,1,0
CHEMBL1165,MOEXIPRIL,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O,True,True,False,637,433,,4.0,,ACE,Metabolism of Angiotensinogen to Angiotensins,R-HSA-2022377,,EFO_0000319,cardiovascular disease,2,1,1,0
CHEMBL1168,RAMIPRIL,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,True,True,True,638,434,368,4.0,,ACE,Metabolism of Angiotensinogen to Angiotensins,R-HSA-2022377,Angiotensin-converting enzyme inhibitor,EFO_0000319,cardiovascular disease,3,1,1,1
CHEMBL1170,TESTOSTERONE PROPIONATE,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,True,True,False,574,1997;5912;7816,,1.0,Suspended,AR,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand;Nuclear Receptor transcription pathway;SUMOylation of intracellular receptors,R-HSA-3371497;R-HSA-383280;R-HSA-4090294,,EFO_1001271,Atrophic Vaginitis,2,1,3,0
CHEMBL1171837,PONATINIB,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,True,True,False,1210;2206,4301,,3.0,"Active, not recruiting;Recruiting",ABL1;BCR,"Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells",R-HSA-9860927,,EFO_0000220,acute lymphoblastic leukemia,2,2,1,0
CHEMBL1172,DESLORATADINE,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,True,True,False,964,6594,,4.0,Terminated,HRH1,G alpha (q) signalling events,R-HSA-416476,,EFO_0005531,urticaria,2,1,1,0
CHEMBL1175,DULOXETINE,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,True,False,False,1285,,,3.0,Completed,SLC6A4,,,,EFO_0003843,pain,1,1,0,0
CHEMBL118,CELECOXIB,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,True,True,False,95,318;4436;5645;6029;6103;6177;6251;6325;6399,,4.0,,PTGS2,Biosynthesis of DHA-derived SPMs;Biosynthesis of DPAn-3 SPMs;Biosynthesis of EPA-derived SPMs;Biosynthesis of electrophilic Omega-3 PUFA oxo-derivatives;Interleukin-10 signaling;Interleukin-4 and Interleukin-13 signaling;Nicotinamide salvaging;Synthesis of 15-eicosatetraenoic acid derivatives;Synthesis of Prostaglandins (PG) and Thromboxanes (TX),R-HSA-2142770;R-HSA-2162123;R-HSA-6783783;R-HSA-6785807;R-HSA-73614;R-HSA-9018677;R-HSA-9018679;R-HSA-9025094;R-HSA-9027604,,EFO_0000616,neoplasm,2,1,9,0
CHEMBL1186579,METHYLNALTREXONE,C[N+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,True,True,False,326,296;1330;7243,,3.0,Withdrawn,OPRM1,G alpha (i) signalling events;Interleukin-4 and Interleukin-13 signaling;Peptide ligand-binding receptors,R-HSA-375276;R-HSA-418594;R-HSA-6785807,,EFO_0002618,pancreatic carcinoma,2,1,3,0
CHEMBL1189432,OLOPATADINE,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21,True,True,False,978,6608,,4.0,,HRH1,G alpha (q) signalling events,R-HSA-416476,,EFO_0005751,eye allergy,2,1,1,0
CHEMBL1193,PHENIRAMINE,CN(C)CCC(c1ccccc1)c1ccccn1,True,True,False,984,6614,,4.0,,HRH1,G alpha (q) signalling events,R-HSA-416476,,HP_0000989,Pruritus,2,1,1,0
CHEMBL119385,NEFLAMAPIMOD,O=c1ncn2nc(Sc3ccc(F)cc3F)ccc2c1-c1c(Cl)cccc1Cl,False,False,True,,,104,,,,,,MAP kinase p38 alpha inhibitor,,,1,0,0,1
CHEMBL1195136,SNX 5422,CC1(C)CC(=O)c2c(C(F)(F)F)nn(-c3ccc(C(N)=O)c(N[C@H]4CC[C@H](OC(=O)CN)CC4)c3)c2C1,False,False,True,,,583,,,,,,Heat shock protein HSP90 inhibitor,,,1,0,0,1
CHEMBL1197051,ISOXSUPRINE,CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1,True,True,False,402;1502;1862,865;6527;6727,,2.0,,ADRA1A;ADRA1B;ADRA1D,Adrenoceptors;G alpha (12/13) signalling events;G alpha (q) signalling events,R-HSA-390696;R-HSA-416476;R-HSA-418597,,EFO_0000319,cardiovascular disease,2,3,3,0
CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,True,False,True,477;1412;1629;1675;2041;2087;2445,,239,4.0,,GABRA1;GABRA2;GABRA3;GABRA5;GABRG1;GABRG2;GABRG3,,,GABA-A receptor; anion channel positive allosteric modulator,EFO_0000474,epilepsy,2,7,0,2
CHEMBL1200322,ESCITALOPRAM OXALATE,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21.O=C(O)C(=O)O,True,False,False,1251,,,4.0,,SLC6A4,,,,EFO_0006788,anxiety disorder,1,1,0,0
CHEMBL1200323,LABETALOL HYDROCHLORIDE,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1.Cl,True,True,False,373;1316;1366;1476;1835;2514,836;887;937;991;1041;1095;1147;1197;1379;1429;1483;6498;6698,,4.0,,ADRA1A;ADRA1B;ADRA1D;ADRA2A;ADRA2B;ADRA2C,"Adrenaline signalling through Alpha-2 adrenergic receptor;Adrenaline,noradrenaline inhibits insulin secretion;Adrenoceptors;G alpha (12/13) signalling events;G alpha (i) signalling events;G alpha (q) signalling events;G alpha (z) signalling events;Surfactant metabolism",R-HSA-390696;R-HSA-392023;R-HSA-400042;R-HSA-416476;R-HSA-418594;R-HSA-418597;R-HSA-5683826,,EFO_0000537,hypertension,2,6,8,0
CHEMBL1200328,DULOXETINE HYDROCHLORIDE,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1.Cl,True,False,False,1246,,,4.0,,SLC6A4,,,,EFO_0002970,muscular disease,1,1,0,0
CHEMBL1200329,TIZANIDINE HYDROCHLORIDE,Cl.Clc1ccc2nsnc2c1NC1=NCCN1,True,True,False,1335;1387;2535,906;958;1010;1062;1114;1166;1218;1398;1450;1502,,4.0,,ADRA2A;ADRA2B;ADRA2C,"Adrenaline signalling through Alpha-2 adrenergic receptor;Adrenaline,noradrenaline inhibits insulin secretion;Adrenoceptors;G alpha (i) signalling events;G alpha (z) signalling events;Surfactant metabolism",R-HSA-390696;R-HSA-392023;R-HSA-400042;R-HSA-418594;R-HSA-418597;R-HSA-5683826,,HP_0001257,Spasticity,2,3,6,0
CHEMBL1200332,PROTRIPTYLINE HYDROCHLORIDE,CNCCCC1c2ccccc2C=Cc2ccccc21.Cl,True,False,False,1281,,,4.0,,SLC6A4,,,,MONDO_0002050,depressive disorder,1,1,0,0
CHEMBL1200335,TESTOSTERONE ENANTHATE,CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,True,True,False,547,1970;5885;7789,,4.0,,AR,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand;Nuclear Receptor transcription pathway;SUMOylation of intracellular receptors,R-HSA-3371497;R-HSA-383280;R-HSA-4090294,,EFO_0000616,neoplasm,2,1,3,0
CHEMBL1200339,PHENYLEPHRINE HYDROCHLORIDE,CNC[C@H](O)c1cccc(O)c1.Cl,True,True,False,386;1482;1842,849;6511;6711,,4.0,,ADRA1A;ADRA1B;ADRA1D,Adrenoceptors;G alpha (12/13) signalling events;G alpha (q) signalling events,R-HSA-390696;R-HSA-416476;R-HSA-418597,,EFO_0003956;EFO_0005251;EFO_0006834,hypotension;seasonal allergic rhinitis;septic shock,2,3,3,0
CHEMBL1200342,PARAMETHASONE ACETATE,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,False,False,True,,,180,,,,,,Glucocorticoid receptor agonist,,,1,0,0,1
CHEMBL1200343,PERINDOPRIL ERBUMINE,CC(C)(C)N.CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC,True,True,True,649,445,375,4.0,,ACE,Metabolism of Angiotensinogen to Angiotensins,R-HSA-2022377,Angiotensin-converting enzyme inhibitor,EFO_0000537,hypertension,3,1,1,1
CHEMBL1200376,BETAMETHASONE BENZOATE,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccccc1)C(=O)CO,False,False,True,,,206,,,,,,Glucocorticoid receptor agonist,,,1,0,0,1
CHEMBL1200384,BETAMETHASONE DIPROPIONATE,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,True,True,True,14,706;2015;5930;7834;7971;8037;8108;8174;8240,181,4.0,,NR3C1,"Circadian Clock;FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes;HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand;Nuclear Receptor transcription pathway;PTK6 Expression;Potential therapeutics for SARS;Regulation of NPAS4 gene transcription;Regulation of RUNX2 expression and activity;SUMOylation of intracellular receptors",R-HSA-3371497;R-HSA-383280;R-HSA-4090294;R-HSA-8849473;R-HSA-8939902;R-HSA-9615017;R-HSA-9679191;R-HSA-9768777,Glucocorticoid receptor agonist,EFO_0000544,infection,3,1,9,1
CHEMBL1200386,PREDNICARBATE,CCOC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,True,True,True,22,714;2023;5938;7842;7979;8045;8116;8182;8248,182,4.0,,NR3C1,"Circadian Clock;FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes;HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand;Nuclear Receptor transcription pathway;PTK6 Expression;Potential therapeutics for SARS;Regulation of NPAS4 gene transcription;Regulation of RUNX2 expression and activity;SUMOylation of intracellular receptors",R-HSA-3371497;R-HSA-383280;R-HSA-4090294;R-HSA-8849473;R-HSA-8939902;R-HSA-9615017;R-HSA-9679191;R-HSA-9768777,Glucocorticoid receptor agonist,EFO_0000701,skin disease,3,1,9,1
CHEMBL1200392,DOXYLAMINE SUCCINATE,CN(C)CCOC(C)(c1ccccc1)c1ccccn1.O=C(O)CCC(=O)O,True,True,False,1035,6665,,3.0,Completed,HRH1,G alpha (q) signalling events,R-HSA-416476,,HP_0002017,Nausea and vomiting,2,1,1,0
CHEMBL1200395,ORPHENADRINE CITRATE,Cc1ccccc1C(OCCN(C)C)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,True,True,True,705;953;1604;1950;2177;2598;2641;2667,3611;6583;6795;6822;6849;6882;7040;7067;7094;7121,376,4.0,,GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D;GRIN3A;GRIN3B;HRH1,"Assembly and cell surface presentation of NMDA receptors;EPHB-mediated forward signaling;G alpha (q) signalling events;Long-term potentiation;Negative regulation of NMDA receptor-mediated neuronal transmission;Neurexins and neuroligins;RAF/MAP kinase cascade;Ras activation upon Ca2+ influx through NMDA receptor;Synaptic adhesion-like molecules;Unblocking of NMDA receptors, glutamate binding and activation",R-HSA-3928662;R-HSA-416476;R-HSA-438066;R-HSA-442982;R-HSA-5673001;R-HSA-6794361;R-HSA-8849932;R-HSA-9609736;R-HSA-9617324;R-HSA-9620244,Glutamate [NMDA] receptor antagonist,EFO_0003843,pain,3,8,10,1
CHEMBL1200406,DIMENHYDRINATE,CN(C)CCOC(c1ccccc1)c1ccccc1.Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O,True,True,False,1014,6644,,4.0,,HRH1,G alpha (q) signalling events,R-HSA-416476,,MONDO_0005271,allergic disease,2,1,1,0
CHEMBL1200413,TETRAHYDROZOLINE HYDROCHLORIDE,Cl.c1ccc2c(c1)CCCC2C1=NCCN1,True,True,False,397;1341;1394;1499;1857;2540,860;912;965;1016;1069;1120;1172;1225;1404;1457;1508;6522;6722,,3.0,Unknown status,ADRA1A;ADRA1B;ADRA1D;ADRA2A;ADRA2B;ADRA2C,"Adrenaline signalling through Alpha-2 adrenergic receptor;Adrenaline,noradrenaline inhibits insulin secretion;Adrenoceptors;G alpha (12/13) signalling events;G alpha (i) signalling events;G alpha (q) signalling events;G alpha (z) signalling events;Surfactant metabolism",R-HSA-390696;R-HSA-392023;R-HSA-400042;R-HSA-416476;R-HSA-418594;R-HSA-418597;R-HSA-5683826,,EFO_0000678,pterygium,2,6,8,0
CHEMBL1200419,MOLINDONE HYDROCHLORIDE,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2.Cl,False,False,True,,,684,,,,,,Serotonin 2a (5-HT2a) receptor antagonist,,,1,0,0,1
